Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
High income,HIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,8663959402,10312065052,11302966607,14799603045,17109817302,18341970683,15045845931,20794134590,25983883956,33483765173,44808755205,55049872894,43690126399,38456813386,48619912672,45292595190,76005868593,1.18371E+11,1.36973E+11,1.69217E+11,1.77384E+11,1.19731E+11,1.15443E+11,1.53315E+11,1.64389E+11,2.34031E+11,2.57745E+11,3.21214E+11,5.37123E+11,8.33276E+11,1.32505E+12,6.39511E+11,5.9222E+11,5.56331E+11,8.02276E+11,1.24985E+12,1.77318E+12,2.57069E+12,1.84139E+12,9.49184E+11,1.25279E+12,1.56823E+12,1.46705E+12,1.39933E+12,1.19574E+12,1.78281E+12,1.89829E+12,1.41223E+12,
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14765019797,24577828058,70495739306,31291719645,6747855221,18567357065,22194238605,40963127271,44901793969,62121011424,67035187588,54275707074,82709142976,96135081265,74887135901,76857453418,1.29847E+11,1.81047E+11,1.33259E+11,1.22401E+11,
Honduras,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,-1150000,7000000,5250000,8900000,13150000,28200000,5800000,-3600000,13800000,21000000,20450000,27500000,30000000,38650000,48300000,51000000,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,349978000,309826700,287314900,390166272.9,592320092.9,601059572.2,717591908.2,966926354.3,1200798087,494497450.5,607376418.1,1042571021,1081346796,1069029263,1704790710,1316679827,1147030450,1264579024,
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,164294000,34250000,149044985,216910000,239439079.2,442641455.4,486197167.8,421832287.3,691847893.5,727158544.6,830104547.6,819254382.2,547392920.8,238497880.5,242531080.4,570050294.3,8057445.642,628868774.8,645536641,986473025.4,773824513.8,477559100.6,362098823.3,1162037714,1158677319,1737845701,1973059932,3398950317,4185971309,5226379408,4053000500,4674257275,5861512037,6836152449,7082357643,8120909221,10331562498,14869227950,19414474629,15630133484,23819010224,28509507817,32548370666,35061527623,29641629551,30280485974,24806458751,26443181478,
Croatia,HRV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,144186480.2,114440874.4,108053139.7,492528182.7,541135803.7,940830562.2,1452386278,1056781255,984168063,953751427.3,1826223975,1293085522,1794317620,3299038092,4567377359,5187844809,3198815037,1424108328,1417600259,1465100045,937309759.6,3959857737,158968737.6,1864321648,2040460131,
Haiti,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,3400000.001,4059985.039,6979999.995,7939993.416,2640000.001,7780000.002,8000000.002,10000000,12000000,13000000,8340000.002,7080000.001,8420000.002,4460000,4920000,4820000,4680000,10100000,9360000,8000000,-1800000,-2200000,-2800000,-2800000,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,161918586.3,99000000,105680000,104900000,374855000,
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553808992,1462141210,1479165394,2349715111,1144083870,4804151332,3288936449,4154801371,3343000955,3307673094,2747712560,4058819561,3643428380,4157510420,4538099567,8505362817,18678720025,70631297039,75013000490,-2967152013,-20933508134,10506179880,10618888829,-3772123439,12886347024,-5517128093,69096545134,-13483539882,
IBRD only,IBD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1151198988,1334050163,487857099.1,1610446064,2587945133,4098688609,2834773165,3807549202,5429429133,6663658826,8005724850,11607209786,10210347211,8845881183,8639020853,10389221842,9064516473,8824255266,16533314009,18415426066,19993927427,28810131503,41422987912,60354574337,82444470924,94079113852,1.17658E+11,1.55187E+11,1.56397E+11,1.64187E+11,1.5685E+11,1.64709E+11,1.54308E+11,1.64556E+11,2.28762E+11,3.06842E+11,4.06431E+11,5.58898E+11,6.30338E+11,4.26392E+11,6.20695E+11,7.3041E+11,6.60435E+11,7.19536E+11,6.79522E+11,6.35526E+11,5.61803E+11,5.24347E+11,
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1685768988,1730030163,1058822084,2357036064,3179061212,5036739920,3796294593,4787726703,6469282208,7848374317,8278422325,13092823960,11334439479,9650309725,9268509419,11712857618,9550591444,10338319457,18009671148,21923229643,21994449565,31103064005,44237680222,64808521994,86817301258,98855951998,1.23392E+11,1.62067E+11,1.63363E+11,1.71725E+11,1.63481E+11,1.71792E+11,1.63279E+11,1.75575E+11,2.41491E+11,3.25372E+11,4.31381E+11,5.94857E+11,6.74186E+11,4.62481E+11,6.63493E+11,7.84028E+11,7.14129E+11,7.73386E+11,7.27017E+11,6.8449E+11,6.00961E+11,5.71575E+11,
IDA total,IDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,534570000,395980000,570964985,746590000,591116079.2,938051310.1,961521428.7,980177500.3,1039853075,1184715491,272697474.3,1485614174,1124092268,804428542.4,629488566.1,1323635776,486074971.6,1514064191,1476357139,3507803577,2000522138,2292932503,2814692310,4453947656,4372830335,4776838147,5734237265,6879962569,6966806712,7538249298,6631300610,7083564537,8971943309,11018838411,12729302158,18529850412,24950195214,35958727796,43847516722,36088884839,42798263778,53617831954,53693791718,53850410895,47494510915,48963016220,39158060559,47227748909,
IDA blend,IDB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,390120000,363730000,437670000,528650000,390460000,538918747.5,446510978.6,549960250.5,385145618.6,601394166.5,-317329686.7,964018979.3,769381760.6,839123788.1,439743912,1086844028,393347140.7,1052348060,855531840.9,2322463908,1021622318,1237385051,1516960487,2393017229,2688205091,2724126176,3244187560,3116005793,2856267208,2909344781,2176819446,1887847198,3877333643,3901862430,3954513386,9242920282,12053268639,16533004887,18756168890,15759738566,14497893106,19547179755,15553795636,14215838539,13330286135,11802887078,4965140578,11229957579,
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,21464553719,
IDA only,IDX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,144450000,32250000,133294985,217940000,200656079.2,399132562.7,515010450.2,430217249.8,654707456.3,583321324.3,590027161,521595194.5,354710507.7,-34695245.64,189744654.1,236791748.2,92727830.91,461716131.2,620825298,1185339669,978899819.5,1055547451,1297731823,2060930427,1684625244,2052711971,2490049705,3763956776,4110539504,4628904516,4454481164,5195717339,5094609666,7116975981,8774788772,9286930130,12896926575,19425722909,25091347832,20329146273,28300370672,34070652199,38139996082,39634572357,34164224780,37160129142,34192919981,35997791330,
Isle of Man,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-10326246.71,-7706430.543,-36060000,18090000,48570000,79160000,91920000,72080000,5640000,19240000,106090000,117730000,212320000,91250000,252100000,236690000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,
Not classified,INX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,51197358.98,158171435.3,172683382.1,136235504.5,375260365.2,336679749.9,286450946.2,203451746.2,242010501.3,169650141.8,121362286.6,163662555.5,-40395180.71,89240462.65,91534742.93,85091294.29,627433373.7,1356768990,1441705345,1121164197,838327712.8,1446529264,2617948456,2742865099,11034674875,18322769074,25501012792,9572506272,29477434763,22410807389,-10994234313,47028464779,22080936155,59941052660,23258563614,53935264225,37763638573,23664918435,40961642315,49960134752,86765614578,2.35356E+11,79163353503,-3435981232,
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,28000000,65200000,91200000,561500000,323500000,494400000,-101590000,345690000,909060000,164350000,80910000,28220000,-136090000,-78520000,42690000,-38150000,-112440000,-307630000,60540000,-19420000,-361950000,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,193575000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000,5019000000,
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-910000,-180000,-90000,-6550000,-8830000,-44920000,1350000,4390000,300000,1610000,1530000,4120000,2420000,1470000,-4710000,390000,1950000,13210000,240000,2670000,420000,-3000000,7780000,810000,-30000,2400000,-3899260.352,1120000,7110000,-6900000,-32000,-6656000,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,5131400000,4781800000,3316300000,146400000,-5032400000,
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,4500000,4200000,8100000,3100000,22300000,53000000,35800000,-23400000,13700000,23600000,8500000,2400000,-14800000,-27400000,22144863.13,18463875.81,-13030958.52,211107.9927,-1372728.117,-9311845.697,83362474.78,147815825.6,149750279.5,65401658.69,155160734.1,163445772.3,91905493.06,335355205,755317000.4,3093680068,3876554983,6872169567,1203686965,63588140.75,256983077.7,1106959502,1024171880,472607545.8,766775539,1145767445,-1066286957,-7016884950,
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49000000,57000000,114000000,149000000,84000000,45000000,47000000,81000000,39000000,11000000,51000000,114400000,21300000,78500000,89500000,112300000,143400000,224100000,267200000,160400000,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,18168900000,
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,624159999.4,550015983.5,673865753.9,663950782.3,596491074.3,645316389.7,108674086.9,1128215749,476019037.3,415444863.9,576575201.6,1127027127,617175560.4,1189582075,1320641872,1071697219,-171754750.6,4174570241,6801431954,2165726941,6410685449,2400685993,3104520914,3748776013,2199180295,4841781426,3545881094,3699857612,2634605954,6942860357,13176403311,14873909553,17216956813,19552932111,20086849958,36777786839,56964903121,65987320736,-9500316173,16574423268,9937474797,34443576600,34812127.56,19530574591,17028003372,13299083868,19635898219,9235201167,
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,-600000,-9700000,-26600000,-26400000,27700000,-11500000,-15800000,-18700000,12200000,-9000000,-4600000,53400000,-12000000,57100000,137900000,133200000,142400000,77900000,129700000,147400000,183700000,203300000,369100000,523700000,419600000,576500000,443800000,683500000,559365888,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,413333448.1,544747561.8,582148741.6,924977863.7,927976719,885730368.5,
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,559999.382,2130438.418,6830353.699,25641693.89,-7530498.542,11230237.21,56431307.45,26371066.47,33830643.46,140813771.7,59432045.57,34864661.93,77487832.89,24948927.46,22754208.38,39498588.02,23731746.2,-1349805.313,37646775.31,-11887398.04,40722566.98,-33548530.15,2854731.793,13308089.21,15514809.59,360930888.6,310014104.4,157968970.4,913258110,273628171.3,238222874.7,546967559.9,936812411.8,1984485190,3544005642,2622144779,2826744496,2413098592,1688394366,1486056338,1548450704,1946597204,2178450704,1600281690,1552957746,2029718310,
Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,20000000,10000000,240000000,280000000,190000000,440000000,410000000,-10000000,637715764.1,226234806.6,1161210977,-481740894.9,-1038079730,1777361196,1285720115,2759977744,118698479.5,911689479.4,39332003.28,207641498.4,3200076742,3268105339,12308393448,10688168326,4926033619,11557373874,8771535612,7527948175,5459618343,-2396909736,21631204436,24624845330,12226471579,7440979284,-850717035.1,546962692.2,10648441636,19752249424,5252218412,39323365428,18837524125,
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1370521199,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842989,16818890680,14275888207,7456117901,13760291529,13648134374,10011293285,7224628644,6379438050,16900713708,4654211191,
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,13800000,7400000,6300000,17260000,23420000,17158747.47,46371850.86,56545225.67,34414129.64,84009903.28,78973745.62,14147557.18,13000894.96,23738842.68,10753527.42,28845949.04,32725776.79,39381344.2,394430.6394,62189917.27,57081096.18,18830976.84,6363133.145,145655517.1,7432412.602,42289248.46,108672931.6,62096809.78,26548245.97,51953455.95,110904550.4,5302622.939,27618447.06,81738242.64,46063931.45,21211685.4,50674725.18,729044146,95585680.23,116257609,178064606.8,1450474757,1380173662,1118825000,820937598.4,619724470.5,393359420.9,671488392.9,
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.961,5006732.877,4661963.545,45544627.8,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,472768300,685760800,260927500,612016900,343010700,1144054000,619220700,-107212800,
Cambodia,KHM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000,54124000,68900000,150800000,293600000,203700000,242822982.4,232238729.5,118308566.3,146481995.1,130956363.9,81580650.56,131416229.3,379180190.6,483209382.7,867288538.6,815180218,928393617.3,1404315449,1538883425,2003849202,2068470774,1853471158,1822804151,2475915854,2788084322,
Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,-900888.7274,,219289.8223,106285.2578,219160.0499,257049.6585,180294.6394,299752.548,427651.4161,406859.8231,-769774.7797,431365.1183,387685.967,538400.1377,512104.9741,439745.4502,451627.4719,721810.2654,-273476.291,249788.108,670758.9937,1953667.954,2606016.174,568432.8669,1153047.102,-1267679.262,4995548.978,-6602470.868,-348737.5792,-2385943.82,-131575.3582,1234303.406,837637.7448,2065230.151,1366666.667,
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,1000000,900000,2200000,13500000,6000000,8000000,9203703.704,16648148.15,13133333.33,40800000,48785185.19,21448148.15,12529629.63,13759259.26,15348148.15,20470370.37,35174074.07,19670370.37,31925925.93,57737037.04,96214814.81,88230740.74,79771688.89,75612162.96,55771474.07,92994488.89,110415630.4,134484438.1,177906026.7,130750839.3,116268480,109632707,92419222.22,110789970.4,162888536.5,120490678.3,93770149.55,50927262.21,
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,81000000,94000000,89000000,35000000,6000000,102000000,69000000,68500000,110200000,233500000,459600000,616300000,1014100000,1117800000,788500000,1179800000,728300000,588100000,809000000,1775800000,2325400000,2844200000,5412300000,9333400000,11509400000,6522300000,5475100000,7010000000,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,12104300000,17052800000,
Kuwait,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,25990000,10000,10000,300000,120000,250000,-510000,1330000,760000,1280000,830000,1210000,-90000,40000,-6030000,7250000,-14530000,-6320000,16320000,3660000,5600000,800000,35300000,13252115.53,10000,6701341.174,347351454.6,19779208.98,59063714.13,72269842.45,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,1304627500,3259067552,2872588962,1433630444,485806657.8,284647623.8,292026510.2,113012065,
Latin America & Caribbean (excluding high income),LAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,431353000,645148140,-38588944.96,575152600,331546753.4,2468181850,1590688465,2587157294,3228193000,4401578235,4804339269,6778112222,5761880000,4904733333,3884903464,4855132085,3395569187,3287863704,5805332963,5116310000,5321583087,9315357536,9044952812,9311892114,21430201633,21214489955,31459360553,49827706013,60373466548,54241352388,62388586200,64358759326,49441399651,37047917272,54745313173,62648084574,57916985028,1.06824E+11,1.15066E+11,71457431396,1.33529E+11,1.64501E+11,1.49596E+11,1.57986E+11,1.63032E+11,1.47667E+11,1.4766E+11,1.37331E+11,
Lao PDR,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,-1620000,,,2000000,4000000,6000000,6900000,7800000,29900000,59200000,95100000,159800000,86300000,45300000,51608266.56,33890000,23904284.13,4451297.031,19484000.8,16917263,27720000,187310641,323520000,227770000,318598209.1,278805903.1,300743507.1,617755394.5,681397257.1,867646121.7,1077759915,935296172.8,1599365808,
Lebanon,LBN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993475000,1453907000,1335970000,2860020313,1898780570,2623502612,2674534372,3375980758,4333045470,4803602660,4279880835,3137050288,3111315000,2661087128,2862509427,2159289952,2568485071,2558729287,
Liberia,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,57140000,-33960000,20650000,74840000,57710000,180410000,83170000,170450000,144690000,41210000,71920000,287950000,34799990.4,49099986.45,36199989.99,-16199995.51,-16499995.43,38499989.34,290150000,656040000,225240000,8410000,-10850000,-53620000,17380000,4600000,-132130000,213820000,190310000,256260000,20800000,8300000,2800000,372220000,75351731.65,82802111.44,107856671.5,131637661.6,283536077.4,127803424.5,2064680994,2086006933,2309981241,1998675366,501870828.6,232679832.5,311699760.3,247842983,
Libya,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-451273599.7,-702581652.2,-587736574.4,-1089340260,-744126662.8,-391821735.9,-326630705.6,-16888867.89,119235407.2,-176920553.7,-97633681.29,97982197.05,125166197.3,158911104.6,91903803.11,99093118.92,58152864.2,-72624307.46,-88486065.39,-111721670.8,-67915602.73,-127894074.6,-128069471.5,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,,1425000000,702000000,50000000,725667000,492556000,,
St. Lucia,LCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,2998465.391,13000000,20600000,26000000,30900000,38200000,26500000,10000000,12000000,17000000,14518518.52,15000000,16444444.44,26629629.63,44785185.19,57744444.44,40940740.74,34162962.96,32522222.22,32751851.85,18414814.81,47825925.93,83396296.3,83151851.85,53748148.15,58807407.41,51935414.81,106425925.9,76520285.19,78233429.63,233934733.3,271891074.1,161210706.3,146397591.1,121296972.6,96416427.78,75759324.81,83515042.22,60105337.99,114384196.5,129320457.2,131028839.8,
Latin America & Caribbean,LCN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,615103000,889390415.6,135371195.2,748007077.7,473756236.1,2714843489,2032182909,2976818961,3990436333,5290711569,6434940936,8771215556,6998860000,5461111667,4885801797,6431245759,4368475113,3865074913,7563869482,7864321525,8388070237,13145788057,14783147226,14296916551,29189781138,30674732457,45602018374,70298632310,79043944559,95839291326,95442317022,80229770766,61478170701,52610111317,1.06567E+11,81517715411,1.14958E+11,1.97898E+11,2.2527E+11,1.5734E+11,2.28132E+11,2.82416E+11,2.87479E+11,3.53572E+11,2.68528E+11,2.66751E+11,2.52523E+11,2.35922E+11,
Least developed countries: UN classification,LDC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,131930000,20800000,125429985,212510000,194456079.2,239224702.3,468827270.3,377581250.2,538068515.3,480887521.6,498210946.6,526828517.1,381171908,3755116.798,200818956.9,433962119.7,205243322.7,415396758.2,616462527.5,1265374654,476717020.2,1513252602,1505988279,1873012331,1040044593,1776047613,1917319833,3088404795,4080382821,5583882463,3801637310,6058364118,5916374187,9370002683,8837274715,5774202911,9125567610,12620070928,18618251985,15360509874,18199963083,23502680374,24473804877,25327610203,28240192423,38148227046,26312824841,21458213243,
Low income,LIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,136120000,28430000,114649985,187435000,175706079.2,335629112.7,440384201.1,304236590.2,474049777.8,382755393.6,344227013.9,470493432.7,175893445.9,-146245127.2,84498808.02,121131028.3,-35481027.63,172028553.4,360314483.2,1497140468,385657298.5,703888439.5,984411013.6,1126715824,706842923.5,575502791.4,697400043.3,1759495940,1886667149,1964839093,1946975420,2718387067,2885006049,3490607112,4047303242,3507746062,5676216545,9174899408,12360951513,9855658115,14952662874,17661902262,20882695728,20005793046,16118931094,15766177085,15741196456,15234752553,
Liechtenstein,LIE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-300000,300000,300000,500000,1400000,142711.034,1000,-1218567.211,1474392.373,46911742.09,43010507.24,49264554.42,63567608.83,37778897.5,32612391.05,26162080.16,29723119.86,59504201.9,45722528.6,19741313.06,43355119.72,48349173.73,122625843.1,194479070.2,166412940.1,55995587.57,119874349.7,430056151.8,193424023.1,176410171.3,172941409.8,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,941116591.2,932551317.6,893628980.3,679655644.2,897049375.9,1374894657,
Lower middle income,LMC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,439324000,418110000,491845000,637860000,582625128.4,789474746,822027894.4,1079369670,1139680806,2263778387,946673743.8,2773453519,2181843482,2231586721,1792580654,3253632466,2617885458,3621519777,4241458687,5845345789,4238417720,5646099393,6543921089,10326861764,12970841197,16081013977,19845553790,20723619499,17653841978,14416937954,11191447621,13421506493,20009575303,21026427912,25735650450,49089933189,71956492885,97331778698,1.25219E+11,95020931825,93299053101,1.1175E+11,1.00966E+11,1.07346E+11,1.21186E+11,1.40708E+11,1.10325E+11,1.27288E+11,
Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1508468988,1500080163,900792084.1,2183956064,3039338212,4810971940,3404974965,4448020102,5758720186,6993234502,6654761091,11211570780,10100824793,9083978427,8893227977,10538727317,8556631545,9856571655,16296826322,19884309001,18930375308,27277129164,37805648537,58432291993,77467119901,85868901307,1.0583E+11,1.40054E+11,1.42185E+11,1.28622E+11,1.35947E+11,1.56763E+11,1.51921E+11,1.60149E+11,2.12684E+11,2.9657E+11,3.8729E+11,5.40285E+11,6.18595E+11,4.23919E+11,6.10856E+11,7.22041E+11,6.51602E+11,7.37571E+11,6.64888E+11,6.28546E+11,5.60036E+11,5.37343E+11,
Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,440000,20000,200000,4493898.803,4786170.248,3039189.427,4802082.399,2311429.545,0,2061133.757,5673029.987,21028261.68,13370284.18,17080426.42,7467681.956,2667301.851,14977904.57,18735210.49,275342824.2,287495126.7,268141389.1,264796034.6,163340657.2,32403928.09,29695245.88,28391254.96,43948139.98,55671430.94,27441449.23,24322286.69,75616001.72,11009973.06,91349553.1,9507301.296,61173319.21,56653435.23,50429031.34,94459059.36,113220010.4,78477881.36,43161840.14,
Late-demographic dividend,LTE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,308580000,337548140,281387070,329999266.7,756600780.5,2266772027,2694510071,3138980561,3871660067,4536499357,5025114668,6032304775,7124464236,5527021098,5667717841,5580849816,4429185310,6226309702,9999523426,11498536875,12528739929,16586079014,28714139393,47604686928,56693272707,64949447347,85189405599,1.09364E+11,1.25776E+11,1.26143E+11,1.40261E+11,1.17537E+11,1.38852E+11,1.48257E+11,1.72255E+11,2.79591E+11,3.38904E+11,4.842E+11,4.82088E+11,3.67904E+11,5.60914E+11,6.05525E+11,6.24933E+11,6.04385E+11,6.18165E+11,6.94853E+11,5.05365E+11,3.89431E+11,
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30175186.84,31304837.64,72557500,152400000,354502500,925525000,486457500,380272500,442400000,660790497.9,217398839.9,796133753.2,845877986.2,2067072857,2293469627,1907541463,17980648.77,865322434.9,1537988469,575641203.8,708289357,504472635.1,970017859,962297446.9,1190627310,
